,source,target
13351,"Si kastaba ha ahaatee , dhimashada Elisabeth , dhammaan noocyada ay ku soo noqdeen boqortooyooyinka Prussia by Prussian Peter III ee Ruushka.
","However , upon Elizabeth's death , all these conquests were returned to the Kingdom of Prussia by pro-Prussian Peter III of Russia.
"
13352,"Natiijada guulaha ay ka gaareen Qajar Iran ayaa lagu soo waramayaa Ruushka iyo Rusiya , qeybtii hore ee qarnigii 19aad ee Ruushku waxay sidoo kale samaysay dhul aad u ballaaran oo ku yaala Transcaucasia iyo Waqooyiga Caucasus , taas oo lagu qasbay inay hore u sii wado si aan qarsoodi lahayn Cunaqabatayn ayaa hadda ah Georgia , Dagestan , Azerbaijan iyo Ermena ee Ruushka.
","As a result of victories over Qajar Iran through the Russo-Persian Wars , by the first half of the 19th century Russia also made significant territorial gains in Transcaucasia and the North Caucasus , forcing the former to irrevocably cede what is nowadays Georgia , Dagestan , Azerbaijan and Armenia to Russia.
"
13353,"Tani waxay sii waday Alexander I ( 1801-25 ) fara-gelinta Finland oo ka timid dalka boqortooyo daciifka ee Sweden 1809 iyo Bessarabiya oo ka yimid Ottomans 1812.
","Following his short reign , Catherine's strategy was continued with Alexander I's ( 1801-25 ) wresting of Finland from the weakened kingdom of Sweden in 1809 and of Bessarabia from the Ottomans in 1812.
"
13354,"Isla markiiba , Ruushiyiintu waxay qabteen Alaska iyo xitaa degaannada aasaasiga ah ee California , sida Fort Ross.
","At the same time , Russians colonised Alaska and even founded settlements in California , such as Fort Ross.
"
13355,"Dadka ku hadla afka Ruushka qiyaas ahaan waa 145 milyan ku dhawaad.
","Russian is also spoken as a second language by a small number of people in Afghanistan.
"
13356,"Dagaalki Russka-Jabaan Boqortooyada Ruushka iyo Boqortooyada Japan waxay ku dagaalameen diinta boqortooyada ee Manchuria iyo Kuuriyada Koonfureed ( Japanese-Japanese War ).
","War artists were to be found on the Russian side and even figured among the casualties.
"
13357,"Tiyaatarka ugu waawayn ee howlgalada ayaa ahaa Liaodong Peninsula iyo Mukden oo ku yaalla koonfurta Manchuria iyo xeebaha kuyaala Korea , Japan iyo Bada Badda.
","The major theatres of operations were the Liaodong Peninsula and Mukden in Southern Manchuria and the seas around Korea , Japan and the Yellow Sea.
"
13358,"Vladivostok wuxuu shaqeynayay kaliya xagaaga , halka Port Arthur , oo ah saldhig milatari oo kuyaal gobolka Liaodong ay u kiraysatay Ruushka ee Shiinaha , waxay shaqeynaysay sanadka oo dhan.
","Vladivostok was operational only during the summer , whereas Port Arthur , a naval base in Liaodong Province leased to Russia by the Qing dynasty of China , was operational all year.
"
13359,"Tan iyo dhammaadkii dhammaadkii dagaalkii koowaad ee Sino-Japanese ee 1895 , Japan wuxuu ka cabsi qabay Ruushka qorshaha ay ku doonayso in uu abuuro saameyn ku yeelashada Korea iyo Manchuria.
","Since the end of the First Sino-Japanese War in 1895 , Japan feared Russian encroachment on its plans to create a sphere of influence in Korea and Manchuria.
"
13360,"Ruushku wuu diiday oo dalbaday Kuuriyada Waqooyi ee u dhigma 39-ka mid ah inuu yahay meel dhexdhexaad ah oo u dhexeeya Ruushka iyo Japan.
","Russia refused and demanded Korea north of the 39th parallel to be a neutral buffer zone between Russia and Japan.
"
13361,"Dawladda Japan ayaa u aragtay hanjabaado Ruush ah qorshayaasheeda ku ballaarinta Aasiya oo waxay doorteen inay dagaal galaan.
","The Japanese government perceived a Russian threat to their plans for expansion into Asia and chose to go to war.
"
13362,"Ka dib markii wadahadaladii burburay 1904 , Jabaanku wuxuu furay colaadaha isaga oo weeraray Ruushka Bari ee Ruushka ee Port Arthur , Shiinaha , weerar weerar ah.
","After negotiations broke down in 1904 , the Japanese Navy opened hostilities by attacking the Russian Eastern Fleet at Port Arthur , China , in a surprise attack.
"
13363,"Ruushku waxa uu ku guuldareysatay dhowr jeer Japan , laakiin Tsar Nicholas II ayaa ku qanacsanaa in Ruushku uu ku guuleysan lahaa oo uu doortay inuu ku sii jiro dagaalka ; markii ugu horreysay , si ay u sugaan natiijada dagaallada badda ee qaarkood , iyo ka dib si loo ilaaliyo sharafta Ruushka iyadoo ay ka hortagayso "" nabadda xun "".
","Russia suffered multiple defeats by Japan , but Tsar Nicholas II was convinced that Russia would win and chose to remain engaged in the war ; at first , to await the outcomes of certain naval battles , and later to preserve the dignity of Russia by averting a "" humiliating peace . ""
"
13364,"Dagaalku wuxuu ku dhammaaday heshiiskii Portsmouth , oo dhexmaray Madaxweynaha Maraykanka Theodore Roosevelt.
","The war concluded with the Treaty of Portsmouth , mediated by US President Theodore Roosevelt.
"
13365,"Guuldaradii dhamaystiran ee ka soo baxday Jabhadii Jabuuti ee ku-meel-gaadhka ahaa ee la yaabay Cadaadisku wuxuu bedelay dheellitirka awoodda Bariga Aasiya , taasoo keentay in dib loo qiimeeyo soo galitaanka dhowaan Japan ee marxaladda adduunka.
","The consequences transformed the balance of power in East Asia , resulting in a reassessment of Japan's recent entry onto the world stage.
"
13366,"Waxay ahayd guushii ugu horreysey ee millatariga ahayd ee taariikhda casriga ah ee Awoodda Aasiya ee ku wajahan Yurub.
","This was the first major military victory in the modern era of an Asian power over a European nation.
"
13367,"Culimada waxay sii wadaan inay ka doodaan muhiimadda taariikhiga ah ee dagaalka.
","Without them , they were at a loss.
"
13368,"Daxal Daxal ( ingiriis : Rust ) waa isbedel midabka iyo muuqaalka biraha ku yimaada taas ooy keento falgalka birta iyo hawada gaar ahaan ogsajiinta ka dhex dhaca.
","Bluing is a technique that can provide limited resistance to rusting for small steel items , such as firearms ; for it to be successful , a water-displacing oil is rubbed onto the blued steel and other steel.
"
13369,"Inta u badan biruhu waxay daxaleystaan marka qoyaan biyo iyo hawadu isku helaan.
","They are not effective when air circulation disperses them , and brings in fresh oxygen and moisture.
"
13370,"Rwandansan waxaa laga soo qaatay kaliya hal dhaqameed iyo luqad , Banyarwanda , inkastoo kooxdan dhexdeeda waxaa jira saddex kooxood : Hutu , Tutsi iyo Twa.
","Rwandans are drawn from just one cultural and linguistic group , the Banyarwanda , although within this group there are three subgroups : the Hutu , Tutsi and Twa.
"
13371,"Aqoonyahanadu waxay ku khilaafaan asalka iyo kala duwanaanshaha Hutu iyo Tutsi ; Qaar ka mid ah ayaa aaminsan in khilaafaadka laga soocay kuwii hore ee bulshada dhexdeeda , halka qaar kalena ay aaminsan yihiin in Hutu iyo Tutsi ay si gaar ah ugu soo galeen dalka , iyo meelo kala duwan.
","Scholars disagree on the origins of and differences between the Hutu and Tutsi ; some believe differences are derived from former social castes within a single people , while others believe the Hutu and Tutsi arrived in the country separately , and from different locations.
"
13372,"Masiixiyaddu waa diinta weyn ee dalka ; luuqadda asaasiga ah waa Kinyarwanda , oo ay ku hadlaan Rwanda badankood , Ingiriis iyo Faransiis oo u adeega luqadaha rasmiga ah.
","Christianity is the largest religion in the country ; the principal language is Kinyarwanda , spoken by most Rwandans , with English and French serving as additional official languages.
"
13373,"Rwanda waxay leedahay nidaam madax-banaan oo dowladeed.
","The sovereign state of Rwanda has a presidential system of government.
"
13374,"Madaxweynuhu waa Paul Kagame oo ka tirsan Rwanda Waddanka Rwanda ( RPF ) , oo la wareegay sannadkii 2000.
","The president is Paul Kagame of the Rwandan Patriotic Front ( RPF ) , who has served continuously since 2000.
"
13375,"Rwanda ayaa maanta ku jira musuqmaas hooseeya marka loo barbar-dhigo dalalka deriska ah , inkastoo ururada xuquuqda aadanaha ay ka digayaan kooxaha mucaaradka , cabsigelinta iyo xadaynta xorriyadda hadalka.
","Today , Rwanda has low levels of corruption compared with neighbouring countries , although human rights organisations report suppression of opposition groups , intimidation and restrictions on freedom of speech.
"
13376,"Waddanku waxaa xukumay heer siyaasi ah oo maamul ah tan iyo wakhtigii loo qabtay ; waxaa jira shan gobol oo ay xuduud u yihiin xuduudaha 2006-da.
","The centre of the country is predominantly rolling hills , while the eastern border region consists of savanna , plains and swamps.
"
13377,"Rwanda waa mid ka mid ah laba dal oo keliya oo leh haween badhkiis oo baarlamaanka qaranka ah.
","Following the 2013 election , there are 51 female deputies , up from 45 in 2008 ; , Rwanda is one of only two countries with a female majority in the national parliament.
"
13378,"Xoogsatada Hunter waxay degeen xuduudaha dhagaxda iyo da'da birta , kadibna ay raaceen dadka Bantu.
","Hunter-gatherers settled the territory in the Stone and Iron Ages , followed later by Bantu peoples.
"
13379,"Dadku waxay markii hore ku biireen qabaa'il iyo ka dibna boqortooyo.
","Rwabugiri's changes caused a rift to grow between the Hutu and Tutsi populations.
"
13380,"Boqortooyada Rwanda waxay ka talaabsatay qarnigii tobnaad ee tobnaad , iyada oo boqorradii Tutsi ay ku guulaysteen ciidammo kale , awoodda dhexe iyo dib-u-sameynta siyaasadaha anti-Hutu.
","The Kingdom of Rwanda dominated from the mid-eighteenth century , with the Tutsi kings conquering others militarily , centralising power and later enacting anti-Hutu policies.
"
13381,"Khilaafka bulshada Rwanda ayaa bilaabay dagaal sokeeye 1990-kii.
","Rwanda has many lakes , the largest being Lake Kivu.
"
13382,"Xiisad dhaqameed ayaa ka dhex abuuray xasuuqii 1994-kii , kaas oo ay kooxaha Hutu ( Hutu ) ku dileen qiyaastii 500,000 ilaa 1.3 milyan Tutsi iyo dhexdhexaad ah Hutu.
","Social tensions erupted in the 1994 genocide that followed , in which Hutu extremists killed an estimated 500,000-1,000,000 Tutsi and moderate Hutu.
"
13383,"Sacad Bin Abii Waqaas R.C sidoo kale loo yaqaan Sacad ibnu Maalik Wuxuu ka mid ahaa asxaabtii ugu horeeyay ee islaamtay.
","He was one of the first to accept Islam.
"
13384,"Aad iyo aad ayuu u jeclaa.
","He served as Muhammad's secretary and recorded the verses of the Quran.
"
13385,"Gacantiisa ayuu xagga samada kor ugu qaaday , markaasuu haddana anniga dusheyda saaray , waan gartay inuu ii duceenayo "".
","Then he hinted that the tenth man had been himself.
"
13386,"Wallaahi ayaan ku dhaartay inay dhacaynin taasi "".
","I am coming to you soon . ""
"
13387,"Saab Saab Automobile AB [ 1 ] [ 2 ] ( / sɑːb / ) wuxuu ahaa shirkad baabuur ah oo laga aasaasay dalka Iswiidan sanadkii 1945 markii shirkad waalid , SAAB AB , bilaabay mashruuc lagu qorsheynayo gawaarida yaryar.
","Saab Automobile AB was a manufacturer that was founded in Sweden in 1945 when its parent company , Saab AB , began a project to design a small automobile.
"
13388,"Bartamihii 1980-meeyadii ayaa Saab 9000 cusub u muuqday.
","In the mid-1980s the new Saab 9000 model also appeared.
"
13389,"Shirkadda Maraykanku General Motors ( GM ) waxay laheyd 50 boqolkiiba hantida iyada oo la maalgelinayo US $ 600 milyan.
","The American manufacturer General Motors ( GM ) took 50 percent ownership.
"
13390,"Saab 9-3 iyo Saab 9-5 oo labadaba ah.
","The final models were the 9-3 and 9-5 , both of which were manufactured in Trollhättan , Sweden.
"
13391,"Sannadkii 2010 GM ayaa iibisay Saab Automobile AB ga iibka gawaarida ee Dutch-ga Spyker Cars N.V. [ 3 ] Saab 900 Ka dib markii ay ka soo horjeedo in laga hortago khasaarihii sanadka 2011 , shirkadda ayaa codsatay in ay burburiso kaddib markii ay ku fashilmeen shirkad shiineeys ah si ay u dhamaystirto iibsiga shirkadda ; iibinta waxaa hor istaagay milkiilihii hore ee GM , oo ka soo horjeeda kala iibsiga tiknoolajiyada iyo xuquuqda wax-soo-saarka shirkadda Shiinaha.
","In 2010 GM sold Saab Automobile AB to the Dutch automobile manufacturer Spyker Cars N.V. After many years establishing a sound engineering reputation and ultimately a luxury price tag , Saab failed to build its customer base beyond its niche following.
"
13392,"Waxa kale oo isna loo magacaabay Wasiirka Qorshaynta iyo Horumarinta Qaranka ee Somaliland.
","On 28 July 2010 , After Kulmiye wins the 2010 presidential election , President Ahmed Mohamed Mohamoud appointed Shire as the Minister of Planning and National Development where he stay until 2015.
"
13393,"Saakow waa magaalo u dhexeysa Bardhere , Diinsoor iyo Bu'aale.
","It lies between Bu 'ale , Dinsoor and Bardera.
"
13394,"Sadaam Xuseen wuxuu noolaa , laga bilaabo 28 Abriil 1937 ilaa 30 Diseembar 2006 , wuxuu jiray 69 sano.
","He was executed on 30 December 2006.
"
13395,"Sanadkii 1956 ayuu ku biiray xisbiga Ba'ath.
","He later ordered troops to the Iraq-Kuwait border.
"
13396,"1962 waxaa uu Masar ku dhameystay dugsiga sare.
","Saddam moved from Syria to Egypt itself in February 1960 , and he continued to live there until 1963 , graduating from high school in 1961 and unsuccessfully pursuing a law degree.
"
13397,"1991-ayaa in ka badan 30-dawladood Ciraaq ka saareen dhulkii Kuwait.
","In foreign affairs , Saddam sought to have Iraq play a leading role in the Middle East.
"
13398,"Bisha Safar waa bisha labaad ee maalintiriska Hijriga ah.
","Ṣafar is the second month of the lunar based Islamic calendar.
"
13399,"Gobolkaan waxaa caasimad u ah magaalada dekadda ah ee Berbera.
","The regional capital of the Sahil region is the port city of Berbera.
"
13400,"Agaw waa qowmiyad degta ama nool Geeska Afrika , gaar ahaan Itoobiya iyo Eratareya.
","This is also discussed with neighboring tribes or ethnic groups and sub-clans to reach a consensus.
"
13401,"Afkooda waa qayb ka mid ah laanta Kushiitiga ee afafka Afro-Aasiyatik.
","They speak Saho as a mother tongue , which belongs to the Cushitic branch of the Afroasiatic family and is closely related to all.
"
13402,"saxaraha galbeed maamulka saxaraha galbeed waxa uu xubin kayahay Midowga afrika.
","The SADR maintains diplomatic relations with 40 UN states , and is a full member of the African Union.
"
13403,"Qaramada Midoobay waxay tixgelinaysaa Booliiska Polisario inay noqdaan wakiilka sharciga ah ee dadka reer Srrawi , wuxuuna ku adkeeyaa in Sahrawisku xaq u leeyahay inuu iskiis u go'aamiyo.
","The UN considers the Polisario Front to be the legitimate representative of the Sahrawi people , and maintains that the people of Western Sahara have a right to "" self-determination and independence . ""
"
13404,"[ 6 ] Qayb ka mid ah Antilleska yar , waxay ku taal waqooyiga / waqooyi ee jasiiradda Saint Vincent , waqooyi galbeed ee Barbados iyo koonfurta Martinique.
","Part of the Lesser Antilles , it is located north / northeast of the island of Saint Vincent , northwest of Barbados and south of Martinique.
"
13405,"Waxay ka kooban tahay aag dhul ah 617 km2 ( 238.23 sq mi ) waxaana lagu soo warramey dad tiradoodu ahayd 165,595 sanadka 2010 [ 7 ] Caasimaddu waa Castries.
","It covers a land area of and reported a population of 165,595 in the 2010 census.
"
13406,"Faransiisku waxay ahaayeen kuwa ugu horreeya ee jasiiradaha Yurub ah.
","The French were the first Europeans to settle on the island.
"
13407,"Waxay la saxiixdeen Heshiis ay la galeen Carb Indiyaan 1660.
","They signed a treaty with the native Island Caribs in 1660.
"
13408,"England waxay gacanta ku dhigtay jasiiradda laga soo bilaabo 1663 ilaa 1667.
","England took control of the island from 1663 to 1667.
"
13409,"Sanadihii la soo dhaafay , waxay la dagaalantay France afar iyo toban jeer , waxaana xukunka jasiiradda badiyaa isbedelay ( waxaa la xukumay toddoba jeer by Faransiiska iyo British ).
","In ensuing years , it was at war with France fourteen times , and the rule of the island changed frequently ( it was ruled seven times each by the French and British ).
"
13410,"Sannadkii 1814 , Ingiriiska ayaa xukunka ka qaaday jasiiradda.
","In 1814 , the British took definitive control of the island.
"
13411,"Sababtoo ah waxay badi ahaan u bedeshay xakamaynta Ingiriiska iyo Faransiiska , Saint Lucia ayaa sidoo kale loo yaqaan "" Helen of Indies West "".
","The culture of Saint Lucia has been influenced by African , East Indian , French , and English heritage.
"
